0.38378	0.60617	-1
-0.59491	0.52492	-1
-0.14366	0.50939	1
0.41631	1.248	-1
-0.098882	0.019401	1
-0.16346	-0.18882	1
-0.21313	-0.060359	1
-0.34555	0.30003	1
0.41583	0.28467	1
-0.62646	0.53074	-1
0.81167	1.332	-1
0.82659	-0.022812	-1
0.59454	-0.17	1
0.44595	0.36965	1
-0.52377	0.89136	-1
0.65879	0.094751	-1
0.41199	-0.018096	1
0.44456	-0.20085	1
-0.11594	1.0562	1
